task id resource request_start request_end request_duration start end time downloaded executed uploaded type
ellipsoids-openmp 142 lambda-1024 2025 10379 8354 1615755237853 1615755241653 3800 19 3701 80 lambda-1024
ellipsoids-openmp 148 lambda-1024 2026 10404 8378 1615755237966 1615755241671 3705 23 3604 78 lambda-1024
ellipsoids-openmp 146 lambda-1024 2026 10413 8387 1615755237906 1615755241687 3781 56 3641 84 lambda-1024
ellipsoids-openmp 368 lambda-1024 1526 10415 8889 1615755237220 1615755241694 4474 100 4310 64 lambda-1024
ellipsoids-openmp 380 lambda-1024 1528 10419 8891 1615755237150 1615755241715 4565 111 4355 99 lambda-1024
ellipsoids-openmp 376 lambda-1024 1527 10474 8947 1615755237190 1615755241750 4560 94 4374 92 lambda-1024
ellipsoids-openmp 384 lambda-1024 1529 10479 8950 1615755237262 1615755241755 4493 91 4313 89 lambda-1024
ellipsoids-openmp 150 lambda-1024 2027 10498 8471 1615755237979 1615755241752 3773 28 3663 82 lambda-1024
ellipsoids-openmp 115 lambda-1024 2014 10518 8504 1615755237871 1615755241774 3903 85 3708 110 lambda-1024
ellipsoids-openmp 126 lambda-1024 2019 10523 8504 1615755237927 1615755241786 3859 91 3664 104 lambda-1024
ellipsoids-openmp 390 lambda-1024 1531 10534 9003 1615755237375 1615755241790 4415 95 4206 114 lambda-1024
ellipsoids-openmp 379 lambda-1024 1528 10539 9011 1615755237189 1615755241783 4594 90 4422 82 lambda-1024
ellipsoids-openmp 382 lambda-1024 1529 10543 9014 1615755237237 1615755241797 4560 97 4382 81 lambda-1024
ellipsoids-openmp 386 lambda-1024 1530 10577 9047 1615755237283 1615755241832 4549 99 4351 99 lambda-1024
ellipsoids-openmp 155 lambda-1024 2028 10580 8552 1615755238114 1615755241846 3732 22 3633 77 lambda-1024
ellipsoids-openmp 154 lambda-1024 2028 10583 8555 1615755238132 1615755241847 3715 30 3611 74 lambda-1024
ellipsoids-openmp 137 lambda-1024 2024 10691 8667 1615755238082 1615755241922 3840 91 3646 103 lambda-1024
ellipsoids-openmp 151 lambda-1024 2027 10694 8667 1615755238097 1615755241921 3824 31 3737 56 lambda-1024
ellipsoids-openmp 393 lambda-1024 1531 10698 9167 1615755237364 1615755241976 4612 104 4402 106 lambda-1024
ellipsoids-openmp 395 lambda-1024 1532 10700 9168 1615755237347 1615755241981 4634 88 4449 97 lambda-1024
ellipsoids-openmp 159 lambda-1024 2030 10701 8671 1615755238171 1615755241992 3821 29 3713 79 lambda-1024
ellipsoids-openmp 388 lambda-1024 1530 10703 9173 1615755237337 1615755241987 4650 94 4465 91 lambda-1024
ellipsoids-openmp 404 lambda-1024 1535 10737 9202 1615755237563 1615755241999 4436 95 4233 108 lambda-1024
ellipsoids-openmp 394 lambda-1024 1532 10739 9207 1615755237430 1615755242012 4582 92 4380 110 lambda-1024
ellipsoids-openmp 400 lambda-1024 1534 10745 9211 1615755237516 1615755242034 4518 92 4349 77 lambda-1024
ellipsoids-openmp 401 lambda-1024 1534 10779 9245 1615755237515 1615755242081 4566 94 4333 139 lambda-1024
ellipsoids-openmp 166 lambda-1024 2031 10796 8765 1615755238387 1615755242112 3725 29 3627 69 lambda-1024
ellipsoids-openmp 405 lambda-1024 1535 10805 9270 1615755237578 1615755242124 4546 89 4372 85 lambda-1024
ellipsoids-openmp 106 lambda-1024 2006 10811 8805 1615755237589 1615755242140 4551 93 4331 127 lambda-1024
ellipsoids-openmp 403 lambda-1024 1535 10860 9325 1615755237516 1615755242192 4676 96 4491 89 lambda-1024
ellipsoids-openmp 169 lambda-1024 2083 10870 8787 1615755238428 1615755242189 3761 32 3652 77 lambda-1024
ellipsoids-openmp 392 lambda-1024 1531 10873 9342 1615755237415 1615755242194 4779 86 4507 186 lambda-1024
ellipsoids-openmp 171 lambda-1024 2084 10878 8794 1615755238486 1615755242199 3713 17 3644 52 lambda-1024
ellipsoids-openmp 111 lambda-1024 2012 10892 8880 1615755237661 1615755242237 4576 103 4340 133 lambda-1024
ellipsoids-openmp 164 lambda-1024 2031 10905 8874 1615755238360 1615755242218 3858 25 3739 94 lambda-1024
ellipsoids-openmp 144 lambda-1024 2025 10908 8883 1615755238423 1615755242248 3825 93 3639 93 lambda-1024
ellipsoids-openmp 172 lambda-1024 2084 10914 8830 1615755238498 1615755242249 3751 32 3628 91 lambda-1024
ellipsoids-openmp 114 lambda-1024 2014 10923 8909 1615755237792 1615755242238 4446 96 4218 132 lambda-1024
ellipsoids-openmp 167 lambda-1024 2032 10977 8945 1615755238400 1615755242279 3879 32 3786 61 lambda-1024
ellipsoids-openmp 107 lambda-1024 2007 10991 8984 1615755237750 1615755242297 4547 95 4325 127 lambda-1024
