task id resource fire_time start_time end_time time execution_time upload_time cpu memory
mDiffFit 3523 fargate 415824 470093 470855 762 691 14 52 05 2
mProject 1835 fargate 392502 445400 471155 25755 186 25322 242 05 2
mProject 1712 fargate 392349 445325 471577 26252 197 25796 256 05 2
mDiffFit 281 fargate 422153 475278 476025 747 688 15 39 05 2
mDiffFit 2976 fargate 422254 476522 477175 653 597 14 39 05 2
mDiffFit 1133 fargate 422490 477311 478026 715 608 13 30 05 2
mDiffFit 290 fargate 422893 475992 476833 841 695 14 129 05 2
mDiffFit 1364 fargate 422531 476484 477238 754 691 16 41 05 2
mProject 3457 fargate 402866 455666 481187 25521 208 25086 224 05 2
mDiffFit 584 fargate 423400 477485 478328 843 784 12 42 05 2
mProject 38 fargate 402528 455795 481590 25795 220 25293 277 05 2
mDiffFit 2605 fargate 424317 479028 479680 652 598 13 36 05 2
mDiffFit 2885 fargate 426013 479086 479808 722 609 68 41 05 2
mDiffFit 4282 fargate 432531 482027 482664 637 520 70 42 05 2
mDiffFit 4142 fargate 433407 482517 483180 663 601 16 40 05 2
mProject 140 fargate 412485 463184 485021 21837 199 21407 226 05 2
mProject 3296 fargate 412360 465757 482932 17175 190 16807 174 05 2
mProject 1703 fargate 412146 464779 479463 14684 189 14307 183 05 2
mProject 104 fargate 402145 455614 481849 26235 179 25741 310 05 2
mDiffFit 655 fargate 432264 485726 486445 719 603 74 38 05 2
mDiffFit 3750 fargate 432159 483839 484574 735 615 72 44 05 2
mDiffFit 672 fargate 432362 485830 486523 693 606 13 69 05 2
mDiffFit 2475 fargate 432735 487113 487875 762 615 17 53 05 2
mDiffFit 364 fargate 432498 487515 488271 756 700 12 38 05 2
mDiffFit 1064 fargate 432902 485443 486241 798 691 14 88 05 2
mProject 1713 fargate 412707 465748 487089 21341 207 20903 228 05 2
mProject 3317 fargate 412890 466077 492106 26029 203 25582 239 05 2
mDiffFit 2534 fargate 436402 491048 491701 653 594 16 38 05 2
mDiffFit 1306 fargate 442367 489627 490397 770 704 13 48 05 2
mProject 141 fargate 412530 465201 491355 26154 191 25771 187 05 2
mProject 47 fargate 412244 468884 495012 26128 188 25715 221 05 2
mDiffFit 691 fargate 442165 496596 497247 651 592 13 42 05 2
mProject 3275 fargate 422725 473493 498977 25484 219 25064 197 05 2
mDiffFit 2556 fargate 452904 501722 502478 756 697 15 39 05 2
mDiffFit 2053 fargate 454725 504327 505083 756 692 13 44 05 2
mProject 142 fargate 422360 476321 502404 26083 224 25654 201 05 2
mProject 98 fargate 434570 488807 506538 17731 188 17315 224 05 2
mDiffFit 3522 fargate 452505 506519 507366 847 789 12 42 05 2
mDiffFit 557 fargate 452371 505533 506282 749 692 13 40 05 2
mDiffFit 2884 fargate 452746 505846 506581 735 624 62 44 05 2
mDiffFit 918 fargate 452539 507427 508192 765 701 14 46 05 2
mDiffFit 2554 fargate 462905 512867 514013 1146 779 13 349 05 2
mDiffFit 2483 fargate 453619 507310 508053 743 616 13 110 05 2
mDiffFit 692 fargate 462183 515605 516308 703 601 71 27 05 2
mDiffFit 1359 fargate 462752 516468 517199 731 614 12 101 05 2
mDiffFit 4331 fargate 462550 515786 516539 753 693 17 39 05 2
mProject 1648 fargate 442904 497273 516646 19373 218 18978 173 05 2
mProject 149 fargate 446444 502610 522065 19455 185 19027 240 05 2
mProject 3362 fargate 442505 496058 517365 21307 183 20823 298 05 2
mProject 68 fargate 442281 494906 521035 26129 186 25698 240 05 2
mProject 101 fargate 442539 495608 521988 26380 211 25887 277 05 2
mDiffFit 1134 fargate 463665 517321 518076 755 629 13 43 05 2
mProject 1829 fargate 442744 495791 521972 26181 180 25744 253 05 2
mProject 3348 fargate 443503 497761 524080 26319 185 25903 226 05 2
mDiffFit 651 fargate 466848 521522 522185 663 608 14 37 05 2
mProject 3483 fargate 444595 498000 524054 26054 209 25594 246 05 2
mDiffFit 2344 fargate 472767 526651 527379 728 675 13 35 05 2
mDiffFit 4572 fargate 472945 525309 526066 757 696 12 43 05 2
mDiffFit 2947 fargate 473669 527368 528199 831 777 13 37 05 2
mDiffFit 4040 fargate 474956 528626 529362 736 673 14 44 05 2
mProject 1777 fargate 452177 506167 531944 25777 191 25338 244 05 2
mProject 3258 fargate 452281 506232 532111 25879 152 25480 242 05 2
mDiffFit 2123 fargate 482378 535707 536453 746 694 16 33 05 2
mDiffFit 4334 fargate 482517 535833 536553 720 665 13 39 05 2
mDiffFit 3526 fargate 482783 537142 537922 780 614 14 92 05 2
mProject 90 fargate 456486 509700 535572 25872 141 25479 248 05 2
mDiffFit 1118 fargate 483075 537298 538034 736 679 14 39 05 2
mProject 1761 fargate 462375 515362 536422 21060 164 20669 222 05 2
mDiffFit 1077 fargate 487368 540708 541457 749 695 14 36 05 2
mProject 3276 fargate 462285 515754 541411 25657 192 25202 260 05 2
mProject 1799 fargate 462510 516652 542726 26074 246 25582 242 05 2
mProject 1834 fargate 464954 518258 544467 26209 200 25785 219 05 2
mDiffFit 649 fargate 492291 545439 546087 648 601 12 32 05 2
mDiffFit 2625 fargate 492202 545986 546804 818 690 20 105 05 2
mDiffFit 4075 fargate 492382 547280 548017 737 684 13 36 05 2
mDiffFit 4110 fargate 492526 546600 547342 742 687 13 38 05 2
mDiffFit 4042 fargate 492557 546203 546956 753 696 12 39 05 2
mDiffFit 4049 fargate 493090 547215 547938 723 600 13 106 05 2
mProject 1830 fargate 472376 525731 545097 19366 240 18955 168 05 2
mProject 1752 fargate 472286 521703 547857 26154 243 25662 246 05 2
mProject 3306 fargate 472512 526127 547240 21113 208 20697 204 05 2
mDiffFit 587 fargate 493712 546630 547454 824 690 84 47 05 2
mDiffFit 4215 fargate 495179 548853 549513 660 602 12 42 05 2
mDiffFit 4085 fargate 497548 550965 551683 718 610 15 89 05 2
mDiffFit 331 fargate 492786 546053 546851 798 679 17 98 05 2
mProject 1649 fargate 482201 535624 550551 14927 183 14610 130 05 2
mProject 3399 fargate 472186 525546 551454 25908 214 25478 212 05 2
mProject 16 fargate 472550 525895 551980 26085 200 25617 264 05 2
mDiffFit 2456 fargate 502294 554326 555145 819 695 12 107 05 2
mDiffFit 1014 fargate 502386 554749 555486 737 666 14 53 05 2
mDiffFit 4048 fargate 502572 555900 556550 650 592 12 42 05 2
mDiffFit 583 fargate 502525 556324 557083 759 704 15 37 05 2
mDiffFit 2487 fargate 503091 556438 557246 808 691 13 100 05 2
mProject 224 fargate 482550 538107 557469 19362 205 18910 243 05 2
mProject 1623 fargate 476933 531316 557495 26179 205 25713 257 05 2
mDiffFit 312 fargate 505231 558598 559348 750 698 14 34 05 2
mDiffFit 580 fargate 512389 560555 561365 810 697 14 95 05 2
mProject 1853 fargate 482291 535283 561092 25809 184 25349 272 05 2
mDiffFit 3490 fargate 503855 561405 562141 736 618 78 36 05 2
mProject 3350 fargate 483711 537697 563768 26071 304 25565 197 05 2
mProject 3429 fargate 484977 538542 564270 25728 189 25292 244 05 2
mDiffFit 2861 fargate 512529 566085 566836 751 694 13 40 05 2
mDiffFit 4043 fargate 512295 565642 566389 747 686 13 44 05 2
mDiffFit 2944 fargate 512213 566196 566905 709 608 13 84 05 2
mDiffFit 2850 fargate 514093 567269 567927 658 601 13 39 05 2
mDiffFit 4447 fargate 512578 566140 566888 748 683 14 47 05 2
mDiffFit 1024 fargate 522391 577421 578146 725 675 13 33 05 2
mDiffFit 675 fargate 522304 576071 576786 715 608 75 27 05 2
mDiffFit 2890 fargate 522544 576178 576877 699 611 15 68 05 2
mDiffFit 2580 fargate 523138 576735 577476 741 687 13 37 05 2
mProject 3308 fargate 513112 562126 576861 14735 187 14324 220 05 2
mDiffFit 1119 fargate 532390 580420 581175 755 699 14 39 05 2
mDiffFit 338 fargate 522213 576644 577381 737 682 13 37 05 2
mDiffFit 1286 fargate 522584 575894 576530 636 593 12 28 05 2
mDiffFit 316 fargate 528311 582001 582748 747 693 12 38 05 2
mProject 41 fargate 502204 555606 581218 25612 203 25177 228 05 2
mProject 1674 fargate 502804 556094 582113 26019 188 25510 254 05 2
mProject 3481 fargate 515284 567885 588833 20948 196 20527 222 05 2
mDiffFit 1373 fargate 535391 589625 590269 644 586 12 43 05 2
mDiffFit 4037 fargate 524101 582631 583380 749 693 15 37 05 2
mDiffFit 267 fargate 532219 585250 586066 816 712 14 87 05 2
mDiffFit 558 fargate 532585 590355 591059 704 603 14 84 05 2
mDiffFit 4112 fargate 532547 585883 586638 755 694 14 43 05 2
mProject 3387 fargate 512814 566240 591731 25491 238 24981 268 05 2
mDiffFit 505 fargate 532883 586039 586781 742 612 77 49 05 2
mDiffFit 507 fargate 533205 587544 588302 758 694 16 44 05 2
mProject 113 fargate 507956 561005 587091 26086 209 25597 277 05 2
mDiffFit 2429 fargate 542416 595873 596605 732 684 13 32 05 2
mProject 1679 fargate 518294 571273 597116 25843 223 25379 236 05 2
mDiffFit 3530 fargate 542605 595472 596202 730 608 72 46 05 2
mDiffFit 2607 fargate 542223 595409 596132 723 606 72 40 05 2
mDiffFit 258 fargate 543247 596521 597307 786 695 14 74 05 2
mDiffFit 2553 fargate 542334 596310 596976 666 610 13 40 05 2
mProject 1690 fargate 522829 575778 601094 25316 236 24787 288 05 2
mDiffFit 3749 fargate 544174 598377 599119 742 688 13 38 05 2
mDiffFit 4404 fargate 545456 601001 601834 833 706 17 42 05 2
mProject 1748 fargate 525359 578879 605016 26137 185 25739 208 05 2
mDiffFit 1216 fargate 552606 606428 607247 819 705 15 96 05 2
mDiffFit 4450 fargate 552226 603432 604153 721 669 17 30 05 2
mDiffFit 958 fargate 552418 605192 605847 655 595 13 42 05 2
mDiffFit 4170 fargate 552335 605471 606205 734 619 14 96 05 2
mDiffFit 1162 fargate 553303 607061 607816 755 703 13 35 05 2
mDiffFit 2855 fargate 552553 606562 607221 659 599 14 43 05 2
mDiffFit 3515 fargate 552962 607115 607875 760 681 34 39 05 2
mDiffFit 2584 fargate 562554 612065 612706 641 522 70 46 05 2
mDiffFit 1023 fargate 554219 607743 608476 733 670 14 44 05 2
mDiffFit 1290 fargate 558962 612163 612897 734 613 13 36 05 2
mProject 162 fargate 542553 595564 612991 17427 192 17048 184 05 2
mDiffFit 4162 fargate 562424 614698 615436 738 686 17 30 05 2
mDiffFit 4518 fargate 562227 614548 615324 776 697 13 62 05 2
mProject 69 fargate 534132 588586 614758 26172 193 25732 243 05 2
mDiffFit 717 fargate 564276 616747 617405 658 599 14 42 05 2
mProject 195 fargate 538321 592344 618309 25965 213 25558 190 05 2
mProject 231 fargate 532323 585001 610913 25912 216 25446 245 05 2
mProject 70 fargate 542911 596529 617260 20731 227 20277 223 05 2
mDiffFit 2620 fargate 562606 612589 613401 812 696 66 45 05 2
mDiffFit 1341 fargate 562989 616432 617199 767 702 13 47 05 2
mDiffFit 3757 fargate 572234 625692 626436 744 698 14 29 05 2
mDiffFit 2452 fargate 573328 621731 622532 801 625 74 36 05 2
mDiffFit 3538 fargate 572428 625530 626264 734 676 14 41 05 2
mDiffFit 4443 fargate 569030 622443 623173 730 620 68 37 05 2
mDiffFit 1252 fargate 565707 619254 619914 660 606 13 37 05 2
mDiffFit 1891 fargate 572338 620739 621531 792 701 13 73 05 2
mDiffFit 2502 fargate 573178 625834 626637 803 693 13 93 05 2
mProject 67 fargate 548907 603100 629313 26213 176 25740 293 05 2
mDiffFit 309 fargate 575840 628967 629693 726 675 14 33 05 2
mDiffFit 2595 fargate 574283 628329 629120 791 675 12 98 05 2
mDiffFit 594 fargate 572561 626540 627345 805 690 12 98 05 2
mDiffFit 836 fargate 572686 626275 626941 666 606 13 43 05 2
mDiffFit 366 fargate 582713 635665 636420 755 698 13 40 05 2
mDiffFit 1132 fargate 582563 634784 635599 815 703 78 31 05 2
mDiffFit 2538 fargate 583190 636341 637075 734 671 13 46 05 2
mDiffFit 4044 fargate 582236 635010 635724 714 609 71 29 05 2
mDiffFit 380 fargate 579104 632893 633642 749 688 15 42 05 2
mDiffFit 3502 fargate 583431 636727 637382 655 595 13 44 05 2
mProject 3259 fargate 555588 608721 634766 26045 198 25610 234 05 2
mDiffFit 299 fargate 584648 638258 639013 755 693 13 45 05 2
mDiffFit 4228 fargate 585908 638610 639269 659 601 13 41 05 2
mProject 3297 fargate 563313 617357 638048 20691 201 20281 206 05 2
mDiffFit 2541 fargate 582432 637168 637917 749 691 14 40 05 2
mProject 1792 fargate 562335 618236 639480 21244 189 20823 227 05 2
mDiffFit 412 fargate 592754 646160 647049 889 718 13 98 05 2
mDiffFit 785 fargate 589647 642613 643374 761 701 13 42 05 2
mDiffFit 968 fargate 593443 648186 648921 735 671 12 48 05 2
mDiffFit 944 fargate 592351 647490 648216 726 668 13 42 05 2
mDiffFit 1071 fargate 594730 648667 649471 804 687 15 98 05 2
mDiffFit 1279 fargate 596080 649055 649807 752 689 13 45 05 2
mDiffFit 764 fargate 592256 645922 646669 747 685 15 42 05 2
mDiffFit 1073 fargate 592446 648606 649355 749 690 13 42 05 2
mDiffFit 2557 fargate 602455 656279 656990 711 590 12 105 05 2
mDiffFit 324 fargate 602352 655605 656323 718 611 28 75 05 2
mProject 3424 fargate 582352 635778 661512 25734 190 25308 232 05 2
mDiffFit 4123 fargate 599684 657178 657978 800 701 13 81 05 2
mDiffFit 1881 fargate 606178 658650 659478 828 711 14 99 05 2
mDiffFit 4482 fargate 604825 663176 663894 718 610 69 36 05 2
mDiffFit 3630 fargate 612587 668037 668791 754 691 12 47 05 2
mDiffFit 1897 fargate 612456 667073 667806 733 676 13 40 05 2
mDiffFit 689 fargate 609685 667975 668711 736 616 14 101 05 2
mDiffFit 1918 fargate 613230 671687 672435 748 625 71 48 05 2
mDiffFit 1281 fargate 613464 671986 672641 655 584 16 51 05 2
mDiffFit 3761 fargate 616467 668983 669722 739 691 13 30 05 2
mProject 3257 fargate 592564 646002 665726 19724 224 19263 234 05 2
mDiffFit 4195 fargate 612827 668232 668974 742 699 13 25 05 2
mDiffFit 4176 fargate 614929 668594 669329 735 686 12 33 05 2
mProject 143 fargate 593195 646254 672544 26290 199 25801 287 05 2
mDiffFit 1161 fargate 612353 668627 669375 748 693 23 28 05 2
mDiffFit 1104 fargate 612264 668739 669479 740 688 13 34 05 2
mDiffFit 2450 fargate 623530 676557 677315 758 679 13 62 05 2
mDiffFit 2575 fargate 622264 675427 676081 654 601 13 36 05 2
mDiffFit 506 fargate 622353 676583 677309 726 670 13 39 05 2
mDiffFit 1980 fargate 622595 676396 677144 748 688 13 43 05 2
mProject 128 fargate 602579 650151 676126 25975 181 25598 192 05 2
mDiffFit 1158 fargate 622462 676065 676821 756 690 23 39 05 2
mDiffFit 4427 fargate 629865 683356 684198 842 786 14 38 05 2
mProject 3460 fargate 602817 655303 681403 26100 205 25591 300 05 2
mProject 1837 fargate 603198 656201 682335 26134 193 25698 239 05 2
mProject 1776 fargate 602254 655370 681147 25777 253 25242 278 05 2
mDiffFit 4295 fargate 624936 679755 680398 643 599 14 26 05 2
mProject 239 fargate 603453 657870 683934 26064 189 25673 198 05 2
mDiffFit 2496 fargate 632358 681955 682706 751 692 13 41 05 2
mDiffFit 581 fargate 632611 680164 680914 750 681 13 52 05 2
mDiffFit 4529 fargate 633494 688010 688750 740 618 18 99 05 2
mDiffFit 2436 fargate 633671 687478 688285 807 684 13 106 05 2
mDiffFit 771 fargate 632925 685313 686044 731 612 39 77 05 2
mDiffFit 2969 fargate 632478 685083 685827 744 692 13 34 05 2
mDiffFit 1266 fargate 642672 688541 689354 813 759 13 36 05 2
mDiffFit 544 fargate 635230 690367 691188 821 774 16 27 05 2
mProject 1817 fargate 623435 672575 698646 26071 219 25604 244 05 2
mProject 3267 fargate 619736 673279 699330 26051 202 25598 247 05 2
mDiffFit 1167 fargate 640124 698087 698813 726 613 13 95 05 2
mDiffFit 285 fargate 642271 697578 698317 739 686 13 36 05 2
mDiffFit 1067 fargate 643550 696737 697486 749 696 14 36 05 2
mDiffFit 3499 fargate 642481 697430 698548 1118 603 71 441 05 2
mDiffFit 1092 fargate 642931 697685 698503 818 693 13 108 05 2
mDiffFit 4165 fargate 642362 698233 698972 739 605 81 50 05 2
mDiffFit 304 fargate 643738 699583 700337 754 690 16 45 05 2
mDiffFit 268 fargate 650147 698661 699509 848 707 83 53 05 2
mDiffFit 2447 fargate 647394 700233 701027 794 686 15 87 05 2
mProject 244 fargate 622867 677164 703022 25858 244 25360 250 05 2
mDiffFit 4157 fargate 645267 703181 703913 732 608 13 107 05 2
mDiffFit 4132 fargate 652361 706793 707548 755 642 63 45 05 2
mDiffFit 1261 fargate 652279 705869 706626 757 698 13 42 05 2
mDiffFit 1004 fargate 652486 707679 708509 830 775 13 37 05 2
mDiffFit 3842 fargate 653029 707089 707825 736 597 72 63 05 2
mProject 1840 fargate 626642 680303 706559 26256 203 25805 244 05 2
mProject 106 fargate 632266 685562 711392 25830 178 25423 224 05 2
mDiffFit 837 fargate 660446 707574 708207 633 525 67 37 05 2
mDiffFit 2304 fargate 653569 712520 713342 822 682 12 69 05 2
mDiffFit 585 fargate 657476 710969 711775 806 693 14 95 05 2
mDiffFit 3840 fargate 662496 715869 716604 735 615 73 43 05 2
mDiffFit 1085 fargate 663061 716334 717077 743 690 15 35 05 2
mProject 3346 fargate 637134 692730 718713 25983 171 25553 253 05 2
mDiffFit 1210 fargate 665389 719609 720313 704 586 15 99 05 2
mDiffFit 767 fargate 667536 720466 721222 756 694 13 43 05 2
mDiffFit 379 fargate 662282 714861 715603 742 686 14 38 05 2
mProject 1624 fargate 653834 696525 722701 26176 227 25745 199 05 2
mDiffFit 1921 fargate 672376 726383 727175 792 684 13 90 05 2
mDiffFit 4254 fargate 672509 726117 726941 824 701 14 41 05 2
mDiffFit 1283 fargate 674201 727714 728426 712 608 17 84 05 2
mDiffFit 2772 fargate 675390 728665 729388 723 595 76 46 05 2
mDiffFit 4580 fargate 677727 731420 732187 767 699 18 45 05 2
mProject 1800 fargate 652690 705801 731616 25815 203 25296 312 05 2
mDiffFit 2321 fargate 673646 727660 728466 806 686 76 41 05 2
mDiffFit 3957 fargate 685434 735389 736124 735 612 78 42 05 2
mDiffFit 661 fargate 680768 733606 734344 738 690 15 29 05 2
mDiffFit 1206 fargate 682393 737700 738360 660 596 13 45 05 2
mProject 1681 fargate 655296 708726 734512 25786 232 25295 255 05 2
mDiffFit 4164 fargate 682806 736966 737707 741 688 13 35 05 2
mProject 3366 fargate 662707 712284 738513 26229 200 25794 231 05 2
mDiffFit 2446 fargate 683677 735496 736159 663 604 16 40 05 2
mProject 3482 fargate 663618 717448 738654 21206 178 20808 217 05 2
mDiffFit 943 fargate 687819 741524 742266 742 681 12 43 05 2
mProject 1798 fargate 672284 725945 743562 17617 188 17218 206 05 2
mProject 25 fargate 662367 715870 741989 26119 206 25611 297 05 2
mProject 1722 fargate 664041 717505 743920 26415 212 25967 231 05 2
mDiffFit 2611 fargate 695510 744361 745081 720 609 12 94 05 2
mDiffFit 1156 fargate 692290 745098 745837 739 685 13 37 05 2
mDiffFit 3002 fargate 692393 745254 746000 746 691 14 37 05 2
mDiffFit 810 fargate 692815 745942 746674 732 673 13 42 05 2
mDiffFit 2493 fargate 693165 746216 746966 750 687 16 43 05 2
mProject 3265 fargate 673068 720059 746128 26069 207 25599 259 05 2
mDiffFit 838 fargate 694395 747262 747981 719 607 14 94 05 2
mProject 1824 fargate 670482 725647 752053 26406 193 25995 213 05 2
mDiffFit 1225 fargate 697980 751806 752593 787 628 14 84 05 2
mProject 1625 fargate 672804 725788 751946 26158 178 25731 245 05 2
mDiffFit 2979 fargate 700909 753900 754644 744 694 13 31 05 2
mDiffFit 3585 fargate 702285 754662 755306 644 521 71 47 05 2
