task id resource request_start request_end request_duration start end time downloaded executed uploaded type
mProject 635 lambda-2048 47 82992 82945 1615279331477 1615279361629 30152 3464 26473 215 lambda-2048
mProject 632 lambda-2048 46 83055 83009 1615279331473 1615279361693 30220 3076 26892 252 lambda-2048
mProject 633 lambda-2048 47 83143 83096 1615279331474 1615279361772 30298 2756 27338 204 lambda-2048
mProject 637 lambda-2048 48 83531 83483 1615279331698 1615279361971 30273 3282 26811 180 lambda-2048
mProject 644 lambda-2048 50 83570 83520 1615279333570 1615279362210 28640 1154 27314 172 lambda-2048
mProject 647 lambda-2048 51 83650 83599 1615279334006 1615279362288 28282 795 27281 206 lambda-2048
mProject 648 lambda-2048 51 83710 83659 1615279334105 1615279362348 28243 810 27250 183 lambda-2048
mProject 643 lambda-2048 49 83756 83707 1615279333576 1615279362394 28818 1136 27474 208 lambda-2048
mProject 645 lambda-2048 50 84145 84095 1615279333826 1615279362606 28780 932 27666 182 lambda-2048
mProject 646 lambda-2048 50 84146 84096 1615279333873 1615279362607 28734 911 27634 189 lambda-2048
mProject 653 lambda-2048 52 91723 91671 1615279354067 1615279370331 16264 2248 13722 294 lambda-2048
mProject 654 lambda-2048 53 92439 92386 1615279354173 1615279370959 16786 2236 14361 189 lambda-2048
mProject 649 lambda-2048 51 92441 92390 1615279354012 1615279370979 16967 2257 14428 282 lambda-2048
mProject 651 lambda-2048 52 92849 92797 1615279354023 1615279371345 17322 2641 14492 189 lambda-2048
mProject 652 lambda-2048 52 93361 93309 1615279354028 1615279371884 17856 2814 14851 191 lambda-2048
mProject 650 lambda-2048 51 93370 93319 1615279354006 1615279372010 18004 2653 15133 218 lambda-2048
mProject 656 lambda-2048 53 95409 95356 1615279356137 1615279373938 17801 3548 14089 164 lambda-2048
mProject 657 lambda-2048 53 95410 95357 1615279356415 1615279374025 17610 3305 14115 190 lambda-2048
mProject 655 lambda-2048 53 95765 95712 1615279355908 1615279374278 18370 3827 14364 179 lambda-2048
mProject 658 lambda-2048 54 96842 96788 1615279356528 1615279375292 18764 3784 14781 199 lambda-2048
mProject 1159 lambda-2048 54 99300 99246 1615279356967 1615279377828 20861 3892 16762 207 lambda-2048
mProject 659 lambda-2048 54 99915 99861 1615279356922 1615279378438 21516 4021 17333 162 lambda-2048
mProject 1160 lambda-2048 55 101248 101193 1615279358148 1615279379707 21559 3268 18065 226 lambda-2048
mProject 1161 lambda-2048 55 102335 102280 1615279358150 1615279380973 22823 3270 19347 206 lambda-2048
mProject 1162 lambda-2048 55 103191 103136 1615279358660 1615279381659 22999 2667 20089 243 lambda-2048
mProject 1164 lambda-2048 56 106000 105944 1615279358826 1615279384546 25720 3463 22055 202 lambda-2048
mProject 1163 lambda-2048 56 106367 106311 1615279358673 1615279384900 26227 3690 22203 334 lambda-2048
mProject 1165 lambda-2048 56 106833 106777 1615279359374 1615279385469 26095 3088 22824 183 lambda-2048
mProject 1173 lambda-2048 58 109029 108971 1615279360114 1615279387525 27411 3015 24222 174 lambda-2048
mProject 1167 lambda-2048 57 109031 108974 1615279360094 1615279387624 27530 2972 24339 219 lambda-2048
mProject 1179 lambda-2048 60 109643 109583 1615279360711 1615279388142 27431 2585 24678 168 lambda-2048
mProject 1176 lambda-2048 59 109643 109584 1615279360614 1615279388215 27601 2300 25071 230 lambda-2048
mProject 1168 lambda-2048 57 109699 109642 1615279360100 1615279388337 28237 3156 24909 172 lambda-2048
mProject 1169 lambda-2048 57 109795 109738 1615279360100 1615279388431 28331 3128 25008 195 lambda-2048
mProject 1170 lambda-2048 58 109845 109787 1615279360096 1615279388481 28385 3379 24814 192 lambda-2048
mProject 1172 lambda-2048 58 109848 109790 1615279360099 1615279388485 28386 3168 25019 199 lambda-2048
mProject 1177 lambda-2048 60 109906 109846 1615279360647 1615279388544 27897 2640 25063 194 lambda-2048
mProject 1174 lambda-2048 59 109942 109883 1615279360127 1615279388578 28451 3119 25127 205 lambda-2048
mProject 1189 lambda-2048 63 109962 109899 1615279361769 1615279388600 26831 1898 24697 236 lambda-2048
mProject 1183 lambda-2048 61 110011 109950 1615279361166 1615279388648 27482 2604 24694 184 lambda-2048
mProject 1180 lambda-2048 61 110033 109972 1615279360919 1615279388670 27751 2362 25086 303 lambda-2048
mProject 1166 lambda-2048 56 110060 110004 1615279359585 1615279388698 29113 3651 25262 200 lambda-2048
mProject 1175 lambda-2048 59 110462 110403 1615279360278 1615279388956 28678 3323 25156 199 lambda-2048
mProject 1187 lambda-2048 63 110463 110400 1615279361703 1615279388981 27278 1936 25116 226 lambda-2048
mProject 1178 lambda-2048 60 110463 110403 1615279360633 1615279389062 28429 2876 25355 198 lambda-2048
mProject 1182 lambda-2048 61 110464 110403 1615279361107 1615279389085 27978 2845 24932 201 lambda-2048
mProject 1186 lambda-2048 62 110464 110402 1615279361634 1615279389084 27450 2113 25123 214 lambda-2048
mProject 1171 lambda-2048 58 110606 110548 1615279360117 1615279389244 29127 3379 25543 205 lambda-2048
mProject 1181 lambda-2048 61 110754 110693 1615279361043 1615279389391 28348 2834 25308 206 lambda-2048
mProject 1184 lambda-2048 62 110822 110760 1615279361169 1615279389458 28289 2363 25692 234 lambda-2048
mProject 1188 lambda-2048 63 111179 111116 1615279361707 1615279389669 27962 2334 25394 234 lambda-2048
mProject 1192 lambda-2048 64 111180 111116 1615279362283 1615279389684 27401 1914 25302 185 lambda-2048
mProject 1185 lambda-2048 62 111180 111118 1615279361623 1615279389751 28128 2335 25579 214 lambda-2048
mProject 1193 lambda-2048 64 111898 111834 1615279362362 1615279390354 27992 2079 25735 178 lambda-2048
mProject 1191 lambda-2048 64 111898 111834 1615279362248 1615279390361 28113 2103 25820 190 lambda-2048
mProject 1197 lambda-2048 65 111899 111834 1615279362868 1615279390449 27581 1567 25837 177 lambda-2048
mProject 1195 lambda-2048 65 112144 112079 1615279362494 1615279390761 28267 2052 26024 191 lambda-2048
mProject 1196 lambda-2048 65 112194 112129 1615279362871 1615279390832 27961 1632 26154 175 lambda-2048
mProject 1194 lambda-2048 65 112222 112157 1615279362433 1615279390858 28425 1943 26297 185 lambda-2048
mProject 1190 lambda-2048 63 113124 113061 1615279361863 1615279391680 29817 2439 25660 1718 lambda-2048
mProject 1199 lambda-2048 66 118289 118223 1615279378946 1615279396782 17836 2088 15542 206 lambda-2048
mProject 1201 lambda-2048 67 118962 118895 1615279378945 1615279397495 18550 2043 16222 285 lambda-2048
mProject 1205 lambda-2048 68 122654 122586 1615279379008 1615279401292 22284 2401 19619 264 lambda-2048
mProject 1200 lambda-2048 66 124185 124119 1615279378952 1615279402671 23719 2260 21246 213 lambda-2048
mProject 1204 lambda-2048 67 124257 124190 1615279379012 1615279402894 23882 2403 21274 205 lambda-2048
mProject 1206 lambda-2048 68 125110 125042 1615279379015 1615279403609 24594 2657 21727 210 lambda-2048
mProject 1202 lambda-2048 67 125111 125044 1615279378965 1615279403651 24686 3081 21399 206 lambda-2048
mProject 1208 lambda-2048 69 127668 127599 1615279379052 1615279406176 27124 2820 24137 167 lambda-2048
mProject 1207 lambda-2048 68 127706 127638 1615279379008 1615279406344 27336 2606 24519 211 lambda-2048
mProject 1203 lambda-2048 67 127815 127748 1615279378960 1615279406449 27489 2947 24332 210 lambda-2048
