task id resource request_start request_end request_duration start end time downloaded executed uploaded type
mProject 1192 lambda-2048 115 160423 160308 1615250752953 1615250795898 42945 4250 38499 196 lambda-2048
mProject 1193 lambda-2048 115 161133 161018 1615250752974 1615250796487 43513 4652 38667 194 lambda-2048
mProject 1194 lambda-2048 116 161136 161020 1615250753068 1615250796517 43449 4148 39070 231 lambda-2048
mProject 1185 lambda-2048 114 161196 161082 1615250750470 1615250796671 46201 6038 39975 188 lambda-2048
mProject 1186 lambda-2048 114 161645 161531 1615250750472 1615250796983 46511 7030 39228 253 lambda-2048
mProject 1197 lambda-2048 116 161647 161531 1615250753379 1615250797032 43653 4631 38859 163 lambda-2048
mProject 1191 lambda-2048 115 161649 161534 1615250751937 1615250797098 45161 4708 40263 190 lambda-2048
mProject 1187 lambda-2048 114 161689 161575 1615250750467 1615250797165 46698 7173 39331 194 lambda-2048
mProject 1184 lambda-2048 114 162055 161941 1615250749985 1615250797354 47369 7383 39771 215 lambda-2048
mProject 1188 lambda-2048 115 162056 161941 1615250750469 1615250797405 46936 7209 39528 199 lambda-2048
mProject 1196 lambda-2048 116 162058 161942 1615250753367 1615250797445 44078 4987 38655 436 lambda-2048
mProject 1190 lambda-2048 115 162153 162038 1615250751318 1615250797628 46310 5874 40227 209 lambda-2048
mProject 1189 lambda-2048 115 162465 162350 1615250750607 1615250797812 47205 7115 39902 188 lambda-2048
mProject 1195 lambda-2048 116 163488 163372 1615250753367 1615250798767 45400 4013 41198 189 lambda-2048
mProject 1198 lambda-2048 116 163850 163734 1615250754906 1615250799326 44420 3417 40785 218 lambda-2048
mProject 1199 lambda-2048 116 163931 163815 1615250756545 1615250799407 42862 2711 39948 203 lambda-2048
mProject 1203 lambda-2048 117 165434 165317 1615250761860 1615250800758 38898 1213 37522 163 lambda-2048
mProject 1201 lambda-2048 117 165946 165829 1615250758286 1615250801252 42966 2473 40232 261 lambda-2048
mProject 1202 lambda-2048 117 165950 165833 1615250760326 1615250801411 41085 1327 39557 201 lambda-2048
mProject 1206 lambda-2048 117 166468 166351 1615250763319 1615250801944 38625 1024 37398 203 lambda-2048
mProject 1200 lambda-2048 116 167687 167571 1615250757671 1615250803015 45344 4833 40328 183 lambda-2048
mProject 1205 lambda-2048 117 167689 167572 1615250763194 1615250803079 39885 1078 38612 195 lambda-2048
mProject 1209 lambda-2048 118 174548 174430 1615250771285 1615250809829 38544 3976 34328 240 lambda-2048
mProject 1207 lambda-2048 117 175162 175045 1615250766983 1615250810449 43466 7873 35373 220 lambda-2048
mProject 1208 lambda-2048 118 176903 176785 1615250767715 1615250812179 44464 7395 33578 3491 lambda-2048
mProject 1210 lambda-2048 118 193146 193028 1615250783793 1615250828478 44685 7804 36679 202 lambda-2048
mProject 1211 lambda-2048 118 194822 194704 1615250783785 1615250830124 46339 7876 38264 199 lambda-2048
mProject 1212 lambda-2048 118 197076 196958 1615250785315 1615250832355 47040 7343 39511 186 lambda-2048
mProject 1213 lambda-2048 118 200456 200338 1615250788800 1615250835856 47056 7265 39552 239 lambda-2048
mProject 1214 lambda-2048 119 202504 202385 1615250792069 1615250837819 45750 6473 39106 171 lambda-2048
mProject 1223 lambda-2048 120 205124 205004 1615250794774 1615250840599 45825 5761 39811 253 lambda-2048
mProject 1215 lambda-2048 119 205179 205060 1615250793406 1615250840655 47249 6885 40182 182 lambda-2048
mProject 1225 lambda-2048 120 205238 205118 1615250795144 1615250840712 45568 5222 40151 195 lambda-2048
mProject 1217 lambda-2048 119 205678 205559 1615250793801 1615250840983 47182 7226 39774 182 lambda-2048
mProject 1218 lambda-2048 119 205680 205561 1615250793908 1615250841132 47224 6709 40341 174 lambda-2048
mProject 1216 lambda-2048 119 205693 205574 1615250793738 1615250841168 47430 7073 40153 204 lambda-2048
mProject 1224 lambda-2048 120 205730 205610 1615250794801 1615250841204 46403 6048 40093 262 lambda-2048
mProject 1222 lambda-2048 120 206190 206070 1615250794441 1615250841598 47157 6723 40238 196 lambda-2048
mProject 1220 lambda-2048 120 206193 206073 1615250794407 1615250841627 47220 6760 40250 210 lambda-2048
mProject 1219 lambda-2048 119 206804 206685 1615250794405 1615250842083 47678 6865 40596 217 lambda-2048
mProject 1226 lambda-2048 120 206806 206686 1615250795149 1615250842091 46942 5912 40864 166 lambda-2048
mProject 1238 lambda-2048 122 206808 206686 1615250796742 1615250842118 45376 7390 37796 190 lambda-2048
mProject 1221 lambda-2048 120 206809 206689 1615250794411 1615250842184 47773 6808 40780 185 lambda-2048
mProject 1235 lambda-2048 122 206812 206690 1615250795972 1615250842187 46215 7950 38078 187 lambda-2048
mProject 1230 lambda-2048 121 207318 207197 1615250795456 1615250842606 47150 6319 40647 184 lambda-2048
mProject 1236 lambda-2048 122 207320 207198 1615250796685 1615250842740 46055 5122 40744 189 lambda-2048
mProject 1237 lambda-2048 122 207832 207710 1615250796690 1615250843307 46617 7420 38969 228 lambda-2048
mProject 1229 lambda-2048 121 210901 210780 1615250795395 1615250846240 50845 5648 44965 232 lambda-2048
mProject 1232 lambda-2048 121 210902 210781 1615250795542 1615250846286 50744 5899 44670 175 lambda-2048
mProject 1234 lambda-2048 122 210904 210782 1615250795863 1615250846286 50423 5851 44379 193 lambda-2048
mProject 1233 lambda-2048 121 210907 210786 1615250795545 1615250846308 50763 5910 44666 187 lambda-2048
mProject 1228 lambda-2048 121 211310 211189 1615250795283 1615250846581 51298 6252 44914 132 lambda-2048
mProject 1227 lambda-2048 121 211312 211191 1615250795183 1615250846763 51580 5979 45373 228 lambda-2048
mProject 1231 lambda-2048 121 211719 211598 1615250795462 1615250847074 51612 5986 45373 253 lambda-2048
mDiffFit 159 lambda-2048 14629 218477 203848 1615250797607 1615250853792 56185 56047 70 68 lambda-2048
mDiffFit 190 lambda-2048 14738 220526 205788 1615250797705 1615250855854 58149 53470 4622 57 lambda-2048
mDiffFit 90 lambda-2048 14824 220529 205705 1615250799481 1615250855896 56415 56306 72 37 lambda-2048
mDiffFit 267 lambda-2048 14813 221038 206225 1615250799041 1615250856371 57330 57214 66 50 lambda-2048
mDiffFit 102 lambda-2048 14814 222472 207658 1615250799395 1615250857760 58365 54519 3775 71 lambda-2048
mDiffFit 193 lambda-2048 14630 222779 208149 1615250797613 1615250858152 60539 55733 4682 124 lambda-2048
mDiffFit 133 lambda-2048 14389 223395 209006 1615250797196 1615250858715 61519 56054 5412 53 lambda-2048
mDiffFit 225 lambda-2048 14813 223475 208662 1615250798015 1615250858952 60937 56404 4482 51 lambda-2048
mDiffFit 157 lambda-2048 14516 223598 209082 1615250797203 1615250859073 61870 57218 4597 55 lambda-2048
mDiffFit 135 lambda-2048 14628 223944 209316 1615250797235 1615250859419 62184 55214 6914 56 lambda-2048
mDiffFit 196 lambda-2048 14738 224521 209783 1615250797618 1615250859819 62201 54944 7212 45 lambda-2048
mDiffFit 122 lambda-2048 14825 227182 212357 1615250800981 1615250862454 61473 57074 4343 56 lambda-2048
mDiffFit 146 lambda-2048 14826 227213 212387 1615250801503 1615250862688 61185 57130 3999 56 lambda-2048
mDiffFit 112 lambda-2048 14833 227694 212861 1615250802014 1615250862973 60959 56823 4064 72 lambda-2048
mDiffFit 101 lambda-2048 14832 230000 215168 1615250801496 1615250865383 63887 57784 6047 56 lambda-2048
mDiffFit 144 lambda-2048 14839 231790 216951 1615250803241 1615250867084 63843 58961 4810 72 lambda-2048
mDiffFit 145 lambda-2048 14849 237061 222212 1615250810099 1615250872538 62439 56994 5389 56 lambda-2048
mDiffFit 158 lambda-2048 14917 240496 225579 1615250812455 1615250875852 63397 63280 68 49 lambda-2048
mDiffFit 134 lambda-2048 14516 247253 232737 1615250797197 1615250882572 85375 56060 29252 63 lambda-2048
mDiffFit 123 lambda-2048 14839 251758 236919 1615250803242 1615250887121 83879 53315 30511 53 lambda-2048
mDiffFit 214 lambda-2048 14918 260872 245954 1615250828699 1615250896171 67472 61636 5781 55 lambda-2048
mDiffFit 215 lambda-2048 14918 261896 246978 1615250830368 1615250897201 66833 60752 6017 64 lambda-2048
mDiffFit 216 lambda-2048 14919 263599 248680 1615250832628 1615250899074 66446 61276 5118 52 lambda-2048
mDiffFit 236 lambda-2048 14849 265685 250836 1615250810711 1615250901025 90314 59247 31013 54 lambda-2048
mDiffFit 113 lambda-2048 14923 265773 250850 1615250836006 1615250901248 65242 60940 4244 58 lambda-2048
mDiffFit 91 lambda-2048 14924 266095 251171 1615250840702 1615250901422 60720 60537 69 114 lambda-2048
mDiffFit 293 lambda-2048 15018 266097 251079 1615250841233 1615250901476 60243 60054 94 95 lambda-2048
mDiffFit 160 lambda-2048 15017 267631 252614 1615250841220 1615250902931 61711 61581 71 59 lambda-2048
mDiffFit 317 lambda-2048 15079 268656 253577 1615250842873 1615250903973 61100 60819 228 53 lambda-2048
mDiffFit 286 lambda-2048 14929 268755 253826 1615250840732 1615250904230 63498 58853 4591 54 lambda-2048
